;직무내용;모집직종;관련직종;전공;자격면허;외국어능력;병역대체 복무자채용;고용허가제;우대조건;컴퓨터 활용능력;기타우대사항;작업환경;sqlp;a;b;c;d;e;f;g;h;i
ㆍ상세한 자기소개서 및 근무경력등 및 포트폴리오는 서류합격에 도움이 됩니다.";웹기획자;교재·교구및e-learning교육전문가;유아교육학(학과:유아교육과)특수교육학(학과:특수교육과);관계없음;;비희망;;운전면허증;문서작성 (워드프로세스 활용),표계산 (스프레드시트 활용)  ,프레젠테이션 프로그램 활용;"컴퓨터활용능력 우수자
프리젠테이션 능력우수자
관련 학과 전공자
관련 자격증 보유자
전공: 교육학, 초등교육학";;False;False;False;False;False;True;False;False;False;False

87;"1. 스마트팩토리 및 스마트공방 정부사업관련 PM 직무
  1) 사업계획서 및 보고서 작성
  2) 대면평가 대응
  3) 중간점검 및 감리, 최종완료 점검 대응
  4) 연봉 : 5천만원이상
2. 프로그램 개발자(자바언어)직무
  1) MES 및 POP
  2) 연봉 : 3500만원이상";응용소프트웨어개발자;;;관계없음;;비희망;;;문서작성 (워드프로세스 활용),프레젠테이션 프로그램 활용;;;False;False;False;False;False;False;False;False;False;False

88;"전기온풍기와 냉난방기를 생산하는 제조 판매하는 공장입니다.
냉난방기 제조 및 개발  유경험자 및 전기.전자 전공 관련자를 모집합니다.
전기분야- 간단한 전기 작업 및 전기 분야관리
전자분야- 냉난방 제품의 프로그램 수정 및 보완 작업. 냉난방기 , 보일러 제품의 프로그램 개발 (외부 기술지도 예정)
               보일러  프로그래밍 가능자 
설치 작업시 지방출장 가능하셔야 하며 운전면허 필수입니다.
많은 지원부탁드립니다.";시스템소프트웨어개발자;기타전기·전자기기설치·수리원,가전제품개발기술자및연구원;전자공학(학과:전기전자공학군)응용소프트웨어공학(학과:소프트웨어시스템전공);자동차운전면허(필수);;비희망;;운전면허증;문서작성 (워드프로세스 활용),기타 (프로그래밍);숙련자 우대, 전기전공관련자 및 유사업무 유경험자 우대;;False;False;False;False;False;False;False;False;False;False

89;"뉴로라인즈에서 IT서비스 개발팀을 새롭게 구성하고자 합니다.
함께 세상을 바꿀 소중한 인연을 기다립니다.
● 모집부문
 - 화학물질 법적관리정보 시스템 개발
● 담당업무
[Web개발자]
 - 화학물질 정보관리 시스템 구축
 - 시스템 I/F 및 Cording 전문가
 - Legacy System Integration 개발
● 자격요건
 - 학력: 초대졸 이상
 - 자격: Web개발 경력 3년 이상
 - Spring, Framework, JAVA, Jquery 등
 - Oracle DB (SQL, Procedure, Job 등)
 - 우대사항: 유관 시스템 구축 경험자";JAVA프로그래밍언어전문가;웹개발자(웹엔지니어·웹프로그래머),응용소프트웨어개발자;;관계없음;;비희망;;;;;;False;False;False;False;False;True;True;False;False;False

90;"담당업무
ㆍSW개발의 요구사양 분석, WBS 관리, 형상관리
ㆍOCT연산 알고리즘 최적화(interpolation, sorting, FFT) 설계 관리
ㆍOpenCV 기반 이미지처리 개발 관리
ㆍGUI 개발 (GUI디자이너 사내에 있음)
지원자격
ㆍ컴퓨터 공학, 프로그래밍 관련 전공자로써 SW개발실무 10년 이상
ㆍ개발계획서, 요구사양분석, WBS 작성 가능
ㆍ Bitbucket 혹은 그와 유사한 git 체계의 형상관리 익숙할 것
ㆍC/C++ 개발 가능할 것
ㆍOpenCV에 익숙할 것
ㆍC# 익숙할 것
우대사항
ㆍSW개발 매니저 경험
ㆍDeep learning, AI경험/지식";시스템소프트웨어개발자;C언어및그외프로그래밍언어전문가;전자공학(학과:전자공학전공);관계없음;;비희망;;;;;;False;False;False;False;False;True;False;False;False;False

91;"스마트공장구축 AI개발자
MES, POP 등 스마트팩토리 응용 프로그램 개발(C#)
설비 Interface 및 통신 응용프로그램 개발(C#, VB, Java)
Mobile App 개발(안드로이드, IOS)
DBMS 개발(MS-SQL, Oracle, My-SQL)
Business Intelligence(BI), Big Data Platform, AI
스마트팩토리 사업 유경험자 우대
* 프로젝트별 인센티브 제도 시행";C언어및그외프로그래밍언어전문가;;전산학·컴퓨터공학(학과:컴퓨터공학계열)응용소프트웨어공학(학과:컴퓨터소프트웨어ㆍ정보통신전공);정보처리기사(우대),정보처리기능사(우대);;비희망;;차량소지자,운전면허증;문서작성 (워드프로세스 활용),표계산 (스프레드시트 활용)  ,프레젠테이션 프로그램 활용;;;False;True;False;False;False;True;True;False;False;False

92;"자바, 스프링, 오라클, 전자정부 프레임웍
개발경력 4년이상 ~  
(공공,금융,기업)";JAVA프로그래밍언어전문가;웹개발자(웹엔지니어·웹프로그래머);;관계없음;;비희망;;;;자격증소지자 우대(사업장별 상이);;False;False;False;False;False;False;False;False;False;False

93;"[딥세일즈 소개]
• 딥세일즈 서비스 슬로건, ""Guess less, Win more.""
• 2021년 11월 설립된 대한민국의 세일즈 인텔리전스 기업으로, 약 3년간의 R&D를 통해 출시되었으며, 제조사 정보를 기반으로 거래 성사율이 높은 해외 바이어를 예측해 기업들의 잠재 바이어 발굴을 지원하는 일을 하고있습니다.
• '딥세일즈(DeepSales)'는 인공신경망을 기반으로 한 머신러닝의 일종인 '딥러닝(Deep learning)'과 영업을 의미하는 '세일즈(Sales)'의 합성어입니다. 고도화된 분석 기술을 통해 세일즈팀이 신규 바이어 발굴하는 인공지능 모델을 제시하여, 중소기업의 세일즈 역량을 증폭 시키고자 하는 메시지를 담고 있습니다.
[사업목표]
• 저희의 주요 목표는 기계학습(Machine Learning)과 세일즈 관련 데이터(Data)를 기반으로 궁극적인 세일즈 지능(Sales Intelligence)을 구현하는 것입니다. 
• 전 세계에서 산발적으로 발생되는 세일즈 데이터를 효율적으로 정리하는것 뿐만 아니라 기업 간 거래(B2B) 성사의 궁극적인 이해를 통해 국내외 중소기업들의 세일즈 파워를 증폭(Amplifying)시키고자 합니다.
[투자]
• 2021년, Angel 라운드, 네오위즈, 상하이엔젤스
• 2022년, Seed 라운드, 블루포인트파트너스, 킹슬리벤처스, 윤민창의재단
• 2023년, 중기부 팁스(TIPS) 선정 
[주요업무]
• 딥세일즈에서 발생하는 다양한 로그성 데이터 처리/가공
• 글로벌 무역 관련 데이터 1차 전처리 작업
• 검색 데이터 수집을 위한 크롤링/스크래핑 업무 수행
• DB적재 Loop 업무
[자격요건]
• DB 정규화, DB INDEX, 트랜잭션에 대한 이해도가 있으신 분
• 쿼리 작성 가능하신 분(테이블 조인 및 서브 쿼리 작성 가능)
• NoSQL에 대한 이해도가 있으시며 활용 경험 있으신 분
• 파이썬으로 가능하신 분(Jupyter notebook, Pandas, Numpy, Scipy 라이브러리 등 활용)
• 데이터 전처리 작업 경험 있으신 분
[우대사항]
• AWS등 클라우드 서비스 활용 경험 있으신 분
• 통계 산출 가능 하신 분
• 차트 가능 하신 분
• 해당 업무 경험자 우대
[근무조건]
ㆍ 고용형태 : 정규직 
ㆍ 근무지 : 위워크 사무실 또는 재택
ㆍ 공통업무툴 :  슬랙, 노션 등을 주로 사용
ㆍ 연봉 : 본인의 경력에 따라 협의 가능 (3개월 수습 기간 동안 급여 100% 지급)
[복리후생]
ㆍ 자율좌석제 : 위워크 내 공용라운지 자유착석
ㆍ 재택근무 가능(사전 협의 시)
ㆍ 점심 및 다양한 간식 제공
ㆍ 금요일 5시30분 퇴근
ㆍ 스톡옵션 지급
ㆍ 이제 신생 회사로 복리후생은 차차 늘어날 예정";데이터설계및프로그래머;데이터베이스운영·관리자;;기타:업무관련자격증(우대);;비희망;;;;;;False;False;False;False;False;True;False;False;False;True

94;"1. 담당업무 : IT(전산)부문
2. 채용분야 : 기술영업
3. 지원자격요건 
-. 경력 : 5년 이상
     . IT관련 기술영업 유경험자
     . AI, 머신러닝 관련 IT서비스 전략 기획 유경험자
     . 병력필 또는 면제자
     . 해외여행 및 근무에 결격 사유가 없는 자
     . 학력 : 4년제 대학 졸업 이상    
4. 고용형태 : 정규직
5. 급여조건 : 회사내규에 따름(면접후 결정)
6. 채용직급 : 면접후 결정
7. 모집인원 : 1명
8. 근무지역 : 대구
9. 전형방법 : 1차(서류전형), 2차(실무진면접), 3차(임원면접)
10. 제출서류 : 입사지원서, 자기소개서 각 1부  당사 입사지원서 양식 작성
                      경력기술서(경력 및 자격사항 구체적 기술)
                      자격증 사본 증빙 -주민번호 뒷자리 삭제
11. 접수기간 : 채용완료시까지
12. 접수방법 : E-Mail 접수";IT기술영업원(전산장비,소프트웨어);시스템소프트웨어개발자,응용소프트웨어개발자;;관계없음;;비희망;;차량소지자,운전면허증;문서작성 (워드프로세스 활용),프레젠테이션 프로그램 활용;". 서버, 스토리지, 네트워크, 보안, DB 외
. 전산관련 자격증 보유자 우대
. 신규사업 기회 발굴 및 비즈니스모델 수립 유경험자 우대";;False;False;False;False;False;False;False;False;False;False

95;"1. 담당업무
- 주차 플랫폼 기획, 고도화 및 신규 개발
2. 자격요건
- 나이/학력무관(관련 전공자 우대)
- 주차시스템 개발 경력5년 이상
- 웹, 응용 프로그램 가능한 분
- Ajax, HTML, JAVA, JSP, Spring Framework 가능한 분
- C#, VB 언어 사용이 능숙한 분
- MSSQL, ORACLE 사용 경험 있으신분
- 시리얼통신, 소켓통신 경험 있으신분
3. 우대사항
- AWS, 네이버 클라우드 운영 경험자
- 임베디드/MCU관련 개발가능
- 성격 밝고 원활한 협업 능력 보유자";산업특화응용소프트웨어프로그래머(국방,항공,교통,에너지,금융,자동차등);데이터베이스운영·관리자,모바일애플리케이션프로그래머(앱·어플개발);;자동차운전면허(우대);;비희망;;운전면허증;;;;False;False;False;False;False;True;True;False;True;False

96;"담당업무
ㆍ안드로이드 음성 학습 인식 소프트웨어 개발 및 안드로이드 스마트워치, 블루투스 통신 앱 개발
1. mfcc 방식으로 키워드를 학습시켜 레퍼런스 라이브러리에 저장한 후 그 키워드가 입력되면 그 키워드를 인식하게끔.
2. 스마트워치에서 스마트폰 사이의 거리를 인식하여 블루투스 연결이 끊기면 스마트워치에 끊긴 상태를 표시.
3. 스마트워치 HW 및 SW문제를 해결할 수 있는 분.
                           *** 연봉 5천만원 (면접 후 조정가능), 재택근무 가능 ***";C언어및그외프로그래밍언어전문가;응용소프트웨어개발자;;관계없음;;비희망;;;;;;False;False;False;False;False;True;False;False;False;False
